row,candidate,stateDist,avgIdeal,idealTwitter,idealWeb,twWeight,candStem,liberal,conservative,moderate,thetaExternal,thetaStart,sigmaStart,idealWebLibcon,seThetaWebLibcon,wordCountWebLibcon,idealTwitterLibcon,seThetaTwitterLibcon,wordCountTwitterLibcon,party,partyLeader,incumbent,primaryPct,screenName,officialScreenName,followersCampaign,followersOfficial,house,rep,generalElec,generalElecJungle,district
1682,Bonnie Watson Coleman,NJ-12,-1.25,-1.21,-1.27,0.37,NJ-12-watsoncoleman_bonnie-,0,0,0,-1.215912237,-1.215912237,0.5,-1.27,0.0269,2887,-1.21,0.0113,20064,D,0,1,90,@Bonnie4Congress,@RepBonnie,3450,NA,1,0,1,0,NJ-12
1683,Lisa McCormick,NJ-12,-1.3,NA,-1.3,0,NJ-12-mccormick_lisa-,0,0,0,NA,-0.870059059,0.5,-1.3,0.0848,327,NA,NA,NA,D,0,0,10.8,NA,NA,NA,NA,1,0,0,0,NJ-12
1684,Mark Razzoli,NJ-12,0.87,NA,0.87,0,NJ-12-razzoli_mark-,0,0,0,NA,1.034735001,0.5,0.87,0.0907,260,NA,NA,NA,R,0,0,100,@MarkRazzoli,NA,NA,NA,1,1,1,0,NJ-12
1685,Robert Menendez,NJ-Sen01,-1.09,-1.09,NA,1,NJ-Sen01-menendez_robert-,0,0,0,-1.042464038,-1.042464038,0.5,NA,NA,NA,-1.09,0.0083,42958,D,0,1,NA,@BobMenendezNJ,@SenatorMenendez,NA,NA,0,0,0,0,NJ-Se
1686,Cory Booker,NJ-Sen02,-1.4,-1.39,-1.51,0.92,NJ-Sen02-booker_cory-,1,0,0,-1.542015522,-1.542015522,0.5,-1.51,0.0628,310,-1.39,0.0073,40758,D,0,1,88.7,@CoryBooker,@SenBooker,4671942,NA,0,0,1,0,NJ-Se
1687,Eugene Anagnos,NJ-Sen02,1.74,1.74,NA,1,NJ-Sen02-anagnos_eugene-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.74,0.0061,44425,R,0,0,3,@mstrof6furlongs,NA,NA,NA,0,1,0,0,NJ-Se
1688,Hirsh Singh,NJ-Sen02,1.26,1.7,1.17,0.17,NJ-Sen02-singh_hirsh-,0,0,0,NA,1.034735001,0.5,1.17,0.0369,1706,1.7,0.0191,3975,R,0,0,34.9,@HirshSingh,NA,2589,NA,0,1,0,0,NJ-Se
1689,Lawrence Hamm,NJ-Sen02,-1.5,-1.52,-1.49,0.26,NJ-Sen02-hamm_lawrence-,0,0,0,NA,-0.870059059,0.5,-1.49,0.0171,4903,-1.52,0.01,20784,D,0,0,11.3,@HammForSenate,NA,NA,NA,0,0,0,0,NJ-Se
1690,Natalie Lynn Rivera,NJ-Sen02,1.32,NA,1.32,0,NJ-Sen02-rivera_natalielynn-,0,0,0,NA,1.034735001,0.5,1.32,0.0654,441,NA,NA,NA,R,0,0,5.3,NA,NA,NA,NA,0,1,0,0,NJ-Se
1691,Patricia Flanagan,NJ-Sen02,1.36,1.54,1.03,0.66,NJ-Sen02-flanagan_patricia-,0,0,0,NA,1.034735001,0.5,1.03,0.0382,1378,1.54,0.0079,30873,R,0,0,18.1,@NewDayForNJ,NA,NA,NA,0,1,0,0,NJ-Se
1692,Rik Mehta,NJ-Sen02,1.21,1.41,1.1,0.36,NJ-Sen02-mehta_rik-,0,0,0,NA,1.034735001,0.5,1.1,0.0487,862,1.41,0.0186,5630,R,0,0,38.7,@RikMehta_NJ,NA,28583,NA,0,1,1,0,NJ-Se
1693,Brett Kokinadis,NM-01,1.05,1.49,0.98,0.14,NM-01-kokinadis_brett-,0,0,0,NA,1.034735001,0.5,0.98,0.0587,538,1.49,0.0503,1001,R,0,0,11.7,@ImagineBrettCD1,NA,NA,NA,1,1,0,0,NM-01
1694,Cameron Chick,NM-01,NA,NA,NA,NA,NM-01-chick_cameron-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,0,NA,NA,NA,NA,1,0,0,0,NM-01
1695,Deb Haaland,NM-01,-1.1,-1.05,-1.2,0.7,NM-01-haaland_deb-,0,0,0,-0.941274158,-0.941274158,0.5,-1.2,0.0416,1492,-1.05,0.0082,40349,D,0,1,100,@Deb4CongressNM,@RepDebHaaland,97401,NA,1,0,1,0,NM-01
1696,Jared Vander Dussen,NM-01,1.12,1.27,1.08,0.2,NM-01-vanderdussen_jared-,0,0,0,NA,1.034735001,0.5,1.08,0.0465,794,1.27,0.0296,2295,R,0,0,40.2,@JaredforNM,NA,170,NA,1,1,0,0,NM-01
1697,Michelle Garcia Holmes,NM-01,1.47,1.47,NA,1,NM-01-garciaholmes_michelle-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.47,0.0285,2434,R,0,0,48.1,@GarciaHolmes4NM,NA,2669,NA,1,1,1,0,NM-01
1698,Chris Mathys,NM-02,NA,NA,NA,NA,NM-02-mathys_chris-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,23.8,NA,NA,NA,NA,1,1,0,0,NM-02
1699,Claire Chase,NM-02,1.45,1.45,NA,1,NM-02-chase_claire-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.45,0.0203,4373,R,0,0,31.5,@ClaireChaseNM,NA,NA,NA,1,1,0,0,NM-02
1700,Xochitl Torres Small,NM-02,-0.11,-0.08,-0.14,0.58,NM-02-torressmall_xochitl-,0,0,1,-0.270570167,-0.270570167,0.5,-0.14,0.0404,959,-0.08,0.0107,15548,D,0,1,100,@XochforCongress,@RepTorresSmall,12948,NA,1,0,1,0,NM-02
1701,Yvette Herrell,NM-02,1.17,1.24,1.15,0.27,NM-02-herrell_yvette-,0,1,0,1.71459427,1.71459427,0.5,1.15,0.0415,1008,1.24,0.0211,4418,R,0,0,44.7,@Yvette4congress,@RepHerrell,5112,NA,1,1,1,0,NM-02
1702,Alexis Johnson,NM-03,1.19,1.42,0.95,0.52,NM-03-johnson_alexis-,0,0,0,NA,1.034735001,0.5,0.95,0.0507,566,1.42,0.0168,7246,R,0,0,36.7,@alexisjohnsonnm,NA,1239,NA,1,1,1,0,NM-03
1703,Anise Golden-Morpor,NM-03,NA,NA,NA,NA,NM-03-golden-morpor_anise-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,NA,NA,NA,NA,1,1,0,0,NM-03
1704,Audra Lee Brown,NM-03,NA,NA,NA,NA,NM-03-brown_audralee-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,@TheGreenNinja24,NA,NA,NA,1,1,0,0,NM-03
1705,Ben Bateman,NM-03,NA,NA,NA,NA,NM-03-bateman_ben-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,NA,NA,NA,NA,1,1,0,0,NM-03
1706,Dineh Benally,NM-03,-1,NA,-1,0,NM-03-benally_dineh-,0,0,0,NA,-0.870059059,0.5,-1,0.0778,551,NA,NA,NA,D,0,0,0,@DinehBenally,NA,NA,NA,1,0,0,0,NM-03
1707,Gavin Kaiser,NM-03,-0.94,NA,-0.94,0,NM-03-kaiser_gavin-,0,0,0,NA,-0.870059059,0.5,-0.94,0.0764,661,NA,NA,NA,D,0,0,0,NA,NA,NA,NA,1,0,0,0,NM-03
1708,Harry Montoya,NM-03,NA,NA,NA,NA,NM-03-montoya_harry-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,35.5,NA,NA,NA,NA,1,1,0,0,NM-03
1709,Jaymeson Pegue,NM-03,NA,NA,NA,NA,NM-03-pegue_jaymeson-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,0,NA,NA,NA,NA,1,0,0,0,NM-03
1710,John Blair,NM-03,-0.82,-1.09,-0.48,0.55,NM-03-blair_john-,0,0,0,NA,-0.870059059,0.5,-0.48,0.0797,431,-1.09,0.0218,6319,D,0,0,4.4,@JohnBlairforNM,NA,NA,NA,1,0,0,0,NM-03
1711,Joseph Sanchez,NM-03,-0.68,-0.31,-0.73,0.13,NM-03-sanchez_joseph-,0,0,0,NA,-0.870059059,0.5,-0.73,0.0887,474,-0.31,0.0643,826,D,0,0,11.8,@JosephSanchezNM,NA,NA,NA,1,0,0,0,NM-03
1712,Karen Bedonie,NM-03,NA,NA,NA,NA,NM-03-bedonie_karen-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,27.8,@karen_bedonie,NA,NA,NA,1,1,0,0,NM-03
1713,Kyle Tisdel,NM-03,-1.17,-1.49,-1.11,0.16,NM-03-tisdel_kyle-,0,0,0,NA,-0.870059059,0.5,-1.11,0.0387,1869,-1.49,0.0229,4193,D,0,0,2.1,@KyleJTisdel,NA,220,NA,1,0,0,0,NM-03
1714,Laura Montoya,NM-03,-0.81,-0.6,-0.82,0.03,NM-03-montoya_laura-,0,0,0,NA,-0.870059059,0.5,-0.82,0.0495,1640,-0.6,0.0777,514,D,0,0,6.1,@LauraM4NM,NA,NA,NA,1,0,0,0,NM-03
1715,Marco Serna,NM-03,-0.62,-0.86,-0.6,0.08,NM-03-serna_marco-,0,0,0,NA,-0.870059059,0.5,-0.6,0.0725,524,-0.86,0.0742,508,D,0,0,8,@Serna4congress,NA,NA,NA,1,0,0,0,NM-03
1716,Michael Lucero,NM-03,NA,NA,NA,NA,NM-03-lucero_michael-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,L,0,0,0,NA,NA,NA,NA,1,0,0,0,NM-03
1717,Teresa Leger Fernandez,NM-03,-0.84,-0.95,-0.76,0.43,NM-03-fernandez_teresaleger-,0,0,0,NA,-0.870059059,0.5,-0.76,0.0517,1072,-0.95,0.0172,9445,D,0,0,42.8,@TeresaForNM,@RepTeresaLF,3327,NA,1,0,1,0,NM-03
1718,Valerie Plame,NM-03,-0.84,-1.05,-0.83,0.03,NM-03-plame_valerie-,0,0,0,NA,-0.870059059,0.5,-0.83,0.0537,1104,-1.05,0.0826,404,D,0,0,24.8,@ValeriePlame,NA,NA,NA,1,0,0,0,NM-03
1719,Martin Heinrich,NM-Sen01,-0.89,-0.89,NA,1,NM-Sen01-heinrich_martin-,0,0,0,-0.960315572,-0.960315572,0.5,NA,NA,NA,-0.89,0.0128,18586,D,0,1,NA,@TeamHeinrich,@MartinHeinrich,NA,NA,0,0,0,0,NM-Se
1720,Ben Ray Lujan,NM-Sen02,-0.83,-0.87,-0.66,0.79,NM-Sen02-lujan_benray-,0,0,0,-0.930999469,-0.930999469,0.5,-0.66,0.0539,992,-0.87,0.008,43026,D,0,0,100,@benraylujan,@SenatorLujan,NA,NA,0,0,1,0,NM-Se
1721,Bob Walsh,NM-Sen02,NA,NA,NA,NA,NM-Sen02-walsh_bob-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,L,0,0,NA,@bobwalshsf,NA,NA,NA,0,0,1,0,NM-Se
1722,Elisa Maria Martinez,NM-Sen02,1.15,1.28,1.05,0.43,NM-Sen02-martinez_elisamaria-,0,0,0,NA,1.034735001,0.5,1.05,0.0527,591,1.28,0.0203,5212,R,0,0,26.1,@ElisaforNM,NA,NA,NA,0,1,0,0,NM-Se
1723,Gavin Clarkson,NM-Sen02,1.66,1.66,NA,1,NM-Sen02-clarkson_gavin-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.66,0.0155,7325,R,0,0,17.4,@DrGavinClarkson,NA,NA,NA,0,1,0,0,NM-Se
1724,Mark Ronchetti,NM-Sen02,1.15,1.33,0.96,0.51,NM-Sen02-ronchetti_mark-,0,0,0,NA,1.034735001,0.5,0.96,0.0486,790,1.33,0.0161,9808,R,0,0,56.5,@MarkRonchettiNM,NA,13525,NA,0,1,1,0,NM-Se
1725,Tom Udall,NM-Sen02,-1.16,-1.16,NA,1,NM-Sen02-udall_tom-,0,0,0,-1.233403716,-1.233403716,0.5,NA,NA,NA,-1.16,0.0092,31586,D,0,1,NA,@tomudall,@SenatorTomUdall,NA,NA,0,0,0,0,NM-Se
1726,Allen Rheinhart,NV-01,-1.28,NA,-1.28,0,NV-01-rheinhart_allen-,0,0,0,NA,-0.870059059,0.5,-1.28,0.0572,887,NA,NA,NA,D,0,0,6.2,NA,NA,NA,NA,1,0,0,0,NV-01
1727,Anthony Thomas Jr.,NV-01,-1.41,-1.78,-1.14,0.42,NV-01-thomasjr_anthony-,0,0,0,NA,-0.870059059,0.5,-1.14,0.0602,654,-1.78,0.0139,5635,D,0,0,11.2,@US_ATJ,NA,1341,NA,1,0,0,0,NV-01
1728,Citlaly Larios-Elias,NV-01,NA,NA,NA,NA,NV-01-larios-elias_citlaly-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,20.2,NA,NA,NA,NA,1,1,0,0,NV-01
1729,Dina Titus,NV-01,-0.8,-0.68,-1.28,0.79,NV-01-titus_dina-,0,0,0,-1.011453522,-1.011453522,0.5,-1.28,0.0622,751,-0.68,0.0093,33955,D,0,1,82.9,@dinatitus,@repdinatitus,10830,NA,1,0,1,0,NV-01
1730,Eddie Hamilton,NV-01,NA,NA,NA,NA,NV-01-hamilton_eddie-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,15,NA,NA,NA,NA,1,1,0,0,NV-01
1731,Josh Elliott,NV-01,1.32,NA,1.32,0,NV-01-elliott_josh-,0,0,0,NA,1.034735001,0.5,1.32,0.082,369,NA,NA,NA,R,0,0,29.1,NA,NA,NA,NA,1,1,0,0,NV-01
1732,Joyce Bentley,NV-01,1.15,NA,1.15,0,NV-01-bentley_joyce-,0,0,0,NA,1.034735001,0.5,1.15,0.0583,682,NA,NA,NA,R,0,0,35.6,NA,NA,NA,NA,1,1,1,0,NV-01
1733,Clint Koble,NV-02,-0.97,-1.11,-0.88,0.39,NV-02-koble_clint-,0,0,0,NA,-0.870059059,0.5,-0.88,0.0496,1090,-1.11,0.0179,8160,D,0,0,22.7,@koble4congress,NA,NA,NA,1,0,0,0,NV-02
1734,Ed Cohen,NV-02,-0.94,-1.18,-0.93,0.06,NV-02-cohen_ed-,0,0,0,NA,-0.870059059,0.5,-0.93,0.0327,3160,-1.18,0.0348,2223,D,0,0,13.4,@VoteEdCohen,NA,217,NA,1,0,0,0,NV-02
1735,Ian Luetkehans,NV-02,NA,NA,NA,NA,NV-02-luetkehans_ian-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,0.6,NA,NA,NA,NA,1,0,0,0,NV-02
1736,Jesse Hurley,NV-02,NA,NA,NA,NA,NV-02-hurley_jesse-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,4.3,NA,NA,NA,NA,1,1,0,0,NV-02
1737,Joel Beck,NV-02,1.19,NA,1.19,0,NV-02-beck_joel-,0,0,0,NA,1.034735001,0.5,1.19,0.0448,946,NA,NA,NA,R,0,0,14.9,NA,NA,NA,NA,1,1,0,0,NV-02
1738,Mark Amodei,NV-02,0.87,0.76,0.95,0.41,NV-02-amodei_mark-,0,0,0,0.925154881,0.925154881,0.5,0.95,0.0881,252,0.76,0.0348,2092,R,0,1,80.9,@AmodeiForNevada,@MarkAmodeiNV2,NA,NA,1,1,1,0,NV-02
1739,Patricia Ackerman,NV-02,-0.91,-0.87,-0.94,0.45,NV-02-ackerman_patricia-,0,0,0,NA,-0.870059059,0.5,-0.94,0.0599,892,-0.87,0.0182,8672,D,0,0,49,@PAckermanNV,NA,1210,NA,1,0,1,0,NV-02
1740,Reynaldo Hernandez,NV-02,NA,NA,NA,NA,NV-02-hernandez_reynaldo-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,5.2,NA,NA,NA,NA,1,0,0,0,NV-02
1741,Rick Shepherd,NV-02,-1.01,NA,-1.01,0,NV-02-shepherd_rick-,0,0,0,NA,-0.870059059,0.5,-1.01,0.0275,4273,NA,NA,NA,D,0,0,7.4,NA,NA,NA,NA,1,0,0,0,NV-02
1742,Steven Schiffman,NV-02,NA,NA,NA,NA,NV-02-schiffman_steven-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,1.8,NA,NA,NA,NA,1,0,0,0,NV-02
1743,Alex Pereszlenyi,NV-03,NA,NA,NA,NA,NV-03-pereszlenyi_alex-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,I,0,0,0,NA,NA,NA,NA,1,0,0,0,NV-03
1744,Brian Nadell,NV-03,NA,NA,NA,NA,NV-03-nadell_brian-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,3.9,NA,NA,NA,NA,1,1,0,0,NV-03
1745,Cory Newberry,NV-03,1.19,NA,1.19,0,NV-03-newberry_cory-,0,0,0,NA,1.034735001,0.5,1.19,0.0494,1004,NA,NA,NA,R,0,0,3.8,@Newberry4NV,NA,NA,NA,1,1,0,0,NV-03
1746,Dan Schwartz,NV-03,1.31,1.31,NA,1,NV-03-schwartz_dan-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.31,0.0465,961,R,0,0,27.5,@Dan4Nevada,NA,NA,NA,1,1,0,0,NV-03
1747,Daniel Rodimer,NV-03,1.29,1.38,1.11,0.66,NV-03-rodimer_daniel-,0,0,0,NA,1.034735001,0.5,1.11,0.0507,624,1.38,0.0121,14406,R,0,0,49.3,@DanRodimer,NA,15723,NA,1,1,1,0,NV-03
1748,Dennis Sullivan,NV-03,-0.66,NA,-0.66,0,NV-03-sullivan_dennis-,0,0,0,NA,-0.870059059,0.5,-0.66,0.0511,1573,NA,NA,NA,D,0,0,9.8,NA,NA,NA,NA,1,0,0,0,NV-03
1749,Mindy Robinson,NV-03,1.23,NA,1.23,0,NV-03-robinson_mindy-,0,0,0,NA,1.034735001,0.5,1.23,0.0669,518,NA,NA,NA,R,0,0,13.2,NA,NA,NA,NA,1,1,0,0,NV-03
1750,Susie Lee,NV-03,-0.45,-0.47,-0.41,0.65,NV-03-lee_susie-,0,0,0,-0.485133303,-0.485133303,0.5,-0.41,0.0373,1891,-0.47,0.008,42066,D,0,1,83,@SusieLeeNV,@RepSusieLee,7554,NA,1,0,1,0,NV-03
1751,Tiffany Ann Watson,NV-03,NA,NA,NA,NA,NV-03-watson_tiffanyann-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,7.4,NA,NA,NA,NA,1,0,0,0,NV-03
1752,Victor Willert,NV-03,NA,NA,NA,NA,NV-03-willert_victor-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,2.2,NA,NA,NA,NA,1,1,0,0,NV-03
1753,Catherine Prato,NV-04,1.09,1.09,NA,1,NV-04-prato_catherine-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.09,0.0733,447,R,0,0,0,@NursePratoNV,NA,NA,NA,1,1,0,0,NV-04
1754,Charles Navarro,NV-04,0.99,NA,0.99,0,NV-04-navarro_charles-,0,0,0,NA,1.034735001,0.5,0.99,0.06,566,NA,NA,NA,R,0,0,6.3,@NavarroforNV,NA,NA,NA,1,1,0,0,NV-04
1755,Chris Colley,NV-04,NA,NA,NA,NA,NV-04-colley_chris-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,2.7,NA,NA,NA,NA,1,0,0,0,NV-04
1756,Gabrielle D'Ayr,NV-04,-0.58,NA,-0.58,0,NV-04-d'ayr_gabrielle-,0,0,0,NA,-0.870059059,0.5,-0.58,0.1263,219,NA,NA,NA,D,0,0,7.3,NA,NA,NA,NA,1,0,0,0,NV-04
1757,George Brucato,NV-04,NA,NA,NA,NA,NV-04-brucato_george-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,2.7,NA,NA,NA,NA,1,0,0,0,NV-04
1758,Greogry Kempton,NV-04,NA,NA,NA,NA,NV-04-kempton_greogry-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,2.9,NA,NA,NA,NA,1,0,0,0,NV-04
1759,Jennifer Eason,NV-04,-0.46,NA,-0.46,0,NV-04-eason_jennifer-,0,0,0,NA,-0.870059059,0.5,-0.46,0.059,969,NA,NA,NA,D,0,0,9.4,NA,NA,NA,NA,1,0,0,0,NV-04
1760,Jim Marchant,NV-04,1.15,1.33,1.06,0.34,NV-04-marchant_jim-,0,1,0,1.71459427,1.71459427,0.5,1.06,0.0688,333,1.33,0.0327,2030,R,0,0,34.7,@VoteJimMarchant,NA,1947,NA,1,1,1,0,NV-04
1761,Jonathan Royce Esteban,NV-04,0.31,0.31,NA,1,NV-04-esteban_jonathanroyce-,0,0,0,NA,0,0.5,NA,NA,NA,0.31,0.0819,5429,L,0,0,0,@vote4esteban,NA,230,NA,1,0,1,0,NV-04
1762,Leo Blundo,NV-04,1.1,1.38,1.07,0.11,NV-04-blundo_leo-,0,0,0,NA,1.034735001,0.5,1.07,0.0636,511,1.38,0.0522,706,R,0,0,4.2,@BlundoForNevada,NA,NA,NA,1,1,0,0,NV-04
1763,Leo Dunson,NV-04,1.76,1.76,NA,1,NV-04-dunson_leo-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.76,0.0335,1437,R,0,0,0,@leodunson,NA,28436,NA,1,1,0,0,NV-04
1764,Lisa Song Sutton,NV-04,1.19,1.21,1.14,0.78,NV-04-sutton_lisasong-,0,0,0,NA,1.034735001,0.5,1.14,0.0588,578,1.21,0.0098,23676,R,0,0,15.1,@LisaSongSutton,NA,28956,NA,1,1,0,0,NV-04
1765,Randi Reed,NV-04,NA,NA,NA,NA,NV-04-reed_randi-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,2.3,@RandiReedNV,NA,NA,NA,1,1,0,0,NV-04
1766,Rebecca Wood,NV-04,1.42,1.62,1.22,0.5,NV-04-wood_rebecca-,0,0,0,NA,1.034735001,0.5,1.22,0.0858,287,1.62,0.022,3369,R,0,0,6.3,@RebeccaWoodNV,NA,1297,NA,1,1,0,0,NV-04
1767,Rosallie Bingham,NV-04,NA,NA,NA,NA,NV-04-bingham_rosallie-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,2.9,NA,NA,NA,NA,1,1,0,0,NV-04
1768,Sam Peters,NV-04,1.51,1.6,1.37,0.61,NV-04-peters_sam-,0,0,0,NA,1.034735001,0.5,1.37,0.0508,728,1.6,0.0112,13375,R,0,0,28.1,@SamPetersNevada,NA,8741,NA,1,1,0,0,NV-04
1769,Steven Horsford,NV-04,-0.68,-0.7,-0.43,0.92,NV-04-horsford_steven-,0,0,0,-0.693325107,-0.693325107,0.5,-0.43,0.1021,326,-0.7,0.0083,42224,D,0,1,75.2,@StevenHorsford,@RepHorsford,11201,NA,1,0,1,0,NV-04
1770,Jacky Rosen,NV-Sen01,-0.45,-0.45,NA,1,NV-Sen01-rosen_jacky-,0,0,0,-0.860405275,-0.860405275,0.5,NA,NA,NA,-0.45,0.0079,43754,D,0,1,NA,@RosenforNevada,@SenJackyRosen,NA,NA,0,0,0,0,NV-Se
1771,Catherine Masto,NV-Sen03,-0.69,-0.69,NA,1,NV-Sen03-masto_catherine-,0,0,0,-1.040243809,-1.040243809,0.5,NA,NA,NA,-0.69,0.0084,42917,D,0,1,NA,NA,@SenCortezMasto,NA,NA,0,0,0,0,NV-Se
1772,Bridget Fleming,NY-01,-0.56,-0.59,-0.53,0.52,NY-01-fleming_bridget-,0,0,0,NA,-0.870059059,0.5,-0.53,0.0612,781,-0.59,0.0179,9957,D,0,0,27.6,@bridgetmfleming,NA,3189,NA,1,0,0,0,NY-01
1773,David Gokshtein,NY-01,NA,NA,NA,NA,NY-01-gokshtein_david-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,I,0,0,0,NA,NA,NA,NA,1,0,0,0,NY-01
1774,Gregory-John Fischer,NY-01,NA,NA,NA,NA,NY-01-fischer_gregory-john-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,1.6,NA,NA,NA,NA,1,0,0,0,NY-01
1775,Lee Zeldin,NY-01,1.19,1.57,0.73,0.54,NY-01-zeldin_lee-,0,0,0,0.895061132,0.895061132,0.5,0.73,0.0269,2421,1.57,0.0068,33887,R,0,1,100,@leezeldin,@RepLeeZeldin,20398,NA,1,1,1,0,NY-01
1776,Nancy Goroff,NY-01,-0.75,-1.01,-0.59,0.38,NY-01-goroff_nancy-,0,0,0,NA,-0.870059059,0.5,-0.59,0.0594,869,-1.01,0.0213,6230,D,0,0,36.1,@ngoroff,NA,7774,NA,1,0,1,0,NY-01
1777,Perry Gershon,NY-01,-0.76,-1.11,-0.57,0.35,NY-01-gershon_perry-,0,0,0,NA,-0.870059059,0.5,-0.57,0.0461,1520,-1.11,0.0171,9468,D,0,0,34.8,@perrygershon,NA,8328,NA,1,0,0,0,NY-01
1778,Andrew Garbarino,NY-02,0.95,0.99,0.94,0.11,NY-02-garbarino_andrew-,0,0,0,NA,1.034735001,0.5,0.94,0.0416,1146,0.99,0.0386,1734,R,0,0,63.9,@GarbarinoforNY,@RepGarbarino,981,NA,1,1,1,0,NY-02
1779,Jackie Gordon,NY-02,-0.35,-0.37,-0.32,0.59,NY-02-gordon_jackie-,0,0,0,NA,-0.870059059,0.5,-0.32,0.0657,554,-0.37,0.0166,9344,D,0,0,72.8,@VoteJackie4NY,NA,8898,NA,1,0,1,0,NY-02
1780,Johanna Ellerup,NY-02,-1.25,-1.53,-0.82,0.61,NY-02-ellerup_johanna-,0,0,0,NA,-0.870059059,0.5,-0.82,0.0476,1959,-1.53,0.0078,36236,D,0,0,0,@JohannaKristn7,NA,733,NA,1,0,0,0,NY-02
1781,Mike LiPetri,NY-02,0.95,1.05,0.9,0.37,NY-02-lipetri_mike-,0,0,0,NA,1.034735001,0.5,0.9,0.036,1397,1.05,0.0175,9492,R,0,0,36.1,@TheMikeLiPetri,NA,1797,NA,1,1,0,0,NY-02
1782,Mike Sax,NY-02,-1.56,-1.62,-1.11,0.88,NY-02-sax_mike-,0,0,0,NA,-0.870059059,0.5,-1.11,0.0777,423,-1.62,0.0069,35922,D,0,0,0,@TreasonHappens,NA,14447,NA,1,0,0,0,NY-02
1783,Nicholas LaLota,NY-02,1.32,1.32,NA,1,NY-02-lalota_nicholas-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.32,0.0571,658,R,0,0,0,@nicklalota,NA,579,NA,1,1,0,0,NY-02
1784,Patricia Maher,NY-02,NA,NA,NA,NA,NY-02-maher_patricia-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,27.1,@Maher4Congress,NA,NA,NA,1,0,0,0,NY-02
1785,Trish Bergin,NY-02,NA,NA,NA,NA,NY-02-bergin_trish-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,NA,NA,NA,NA,1,1,0,0,NY-02
1786,Daniel Craig Ross,NY-03,NA,NA,NA,NA,NY-03-ross_danielcraig-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,I,0,0,0,NA,NA,NA,NA,1,0,0,0,NY-03
1787,George Anthony Devolder Santos,NY-03,1.28,1.63,0.98,0.46,NY-03-devoldersantos_georgeanthony-,0,0,0,NA,1.034735001,0.5,0.98,0.044,1044,1.63,0.013,10627,R,0,0,100,@Santos4Congress,NA,10627,NA,1,1,1,0,NY-03
1788,Melanie D'Arrigo,NY-03,-1.44,-1.63,-0.89,0.74,NY-03-darrigo_melanie-,1,0,0,-1.657822485,-1.657822485,0.5,-0.89,0.0501,1171,-1.63,0.0063,39541,D,0,0,25.8,@DarrigoMelanie,NA,NA,NA,1,0,0,0,NY-03
